DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
11/16/1978,Married,,High-School,Employed,Agnostic,Friends,gm,Male,NOISE,Rap,6 to 10,Swimming,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,,wonder woman,274.0,y
10/9/1975,Married,300k-500k,Graduate,Self-Employed,Atheist,Narcos,Wolkswagen,Male,Chinese,Classical,10 to 12,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Historical,Commerce,Rum,Ironman,1286.0,y
10/30/1967,Married,300k-500k,Post-Graduate,Self-Employed,Agnostic,Prison Break,Wolkswagen,Female,Mediterranean,Rap,6 to 10,Cricket,Yellow,BBC,0-10 KM,0-250 KM,Historical,Civics,Whiskey,NOISE,772.0,x
4/16/1960,Unmarried,100k-300k,Graduate,Unemployed,Believer,Prison Break,Suzuki,,Thai,Heavy Metal,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,921.0,y
7/7/1976,,500k-700k,High-School,Self-Employed,believer,Game of Thrones,Toyota,Female,Indian,Rock,18-20,Rugby,Red,CNN,25-40 KM,500-1000 KM,Drama,Physics,Vodka,Batman,119.0,y
7/21/1965,,300k-500k,Graduate,Unemployed,Believer,Narcos,ford,Male,Mexican,Country,12 to 15,Basketball,Red,Reuters,60-80 KM,1000-1500 KM,Horror,Economics,Rum,superman,1193.0,x
5/23/1977,Married,500k-700k,Uneducated,Unemployed,Atheist,How I Met your mother,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Yellow,NOISE,10-25 KM,250-500 KM,Comedy,Art,,NOISE,939.0,x
10/2/1982,Married,0-100K,Post-Graduate,Employed,Believer,Breaking Bad,Ford,Male,Italian,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Beer,superman,178.0,y
8/27/1968,Unmarried,500k-700k,Uneducated,Self-Employed,Believer,Prison Break,BMW,Male,Thai,Heavy Metal,6 to 10,Soccer,Black,NOISE,10-25 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,1433.0,x
11/19/1983,Married,0-100K,Graduate,Self-Employed,Believer,Prison Break,Ford,,Lebanese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,Whiskey,Ironman,1038.0,y
4/17/1979,,500k-700k,Graduate,Employed,Agnostic,Narcos,BMW,Male,Chinese,Classical,10 to 12,cycling,Orange,Reuters,60-80 KM,0-250 KM,Drama,Physics,Rum,Batman,1044.0,y
4/6/1980,Married,300k-500k,Uneducated,Employed,Believer,Friends,Ford,,Lebanese,Heavy Metal,6 to 10,Rugby,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Beer,spiderman,402.0,x
1/22/1976,Married,100k-300k,Post-Graduate,Employed,Believer,dexter,Suzuki,Male,Lebanese,Classical,10 to 12,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Vodka,Batman,224.0,y
10/5/1988,Married,300k-500k,,Self-Employed,Agnostic,Prison Break,ford,Male,Thai,Heavy Metal,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,superman,900.0,x
12/8/1992,Married,500k-700k,Uneducated,Self-Employed,Agnostic,Friends,Toyota,Male,Chinese,Heavy Metal,3 to 5,Cricket,White,Fox News,40-60 KM,1500-2000 KM,Comedy,Art,wine,Thor,552.0,y
2/17/1987,Married,300k-500k,Graduate,Employed,Believer,Breaking Bad,Toyota,Female,Indian,Rock,18-20,Basketball,Orange,Reuters,60-80 KM,0-250 KM,Thriller,Maths,wine,Thor,584.0,y
8/31/1967,,,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Lebanese,Classical,12 to 15,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Action,Physics,Beer,wonder woman,1370.0,x
6/11/1987,Married,,,Self-Employed,Agnostic,flash,GM,Female,French,Rap,6 to 10,Cricket,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Rum,spiderman,504.0,x
11/8/1972,,500k-700k,Graduate,Unemployed,Atheist,Prison Break,BMW,Male,Mexican,Light Metal,6 to 10,Rugby,White,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,superman,1019.0,y
11/28/1991,,300k-500k,Graduate,Employed,Believer,Game of Thrones,Toyota,Male,Chinese,Classical,10 to 12,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Vodka,Thor,678.0,y
10/21/1969,Married,1M-2Million,Post-Graduate,Self-Employed,Believer,How I Met your mother,Daimler -Benz,Male,Thai,Light Metal,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Romantic,English,Non Drinkers,Ironman,407.0,x
2/15/1982,Married,300k-500k,Graduate,Employed,Believer,Friends,Audi,Female,NOISE,Rap,6 to 10,Rugby,Yellow,BBC,40-60 KM,2000+ KM,Action,Biology,Beer,NOISE,1350.0,y
4/15/1966,Married,0-100K,Graduate,Unemployed,Atheist,Prison Break,Ford,Male,Mexican,Rap,6 to 10,Rugby,White,MSN,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,590.0,y
2/29/1972,Married,300k-500k,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,Daimler-Benz,Other,Korean,EDM,20+,Cricket,Blue,Huffington Post,40-60 KM,0-250 KM,Historical,Commerce,Beer,Ironman,637.0,y
10/14/1995,Unmarried,300k-500k,High-School,Self-Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,983.0,x
1/20/1978,Married,,Graduate,Self-Employed,agnostic,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Cricket,White,MSN,0-10 KM,0-250 KM,Historical,Art,wine,The hulk,466.0,y
10/14/1988,Married,0-100K,Post-Graduate,Employed,Believer,Prison Break,Ford,Male,Italian,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Historical,Civics,Whiskey,The hulk,467.0,y
10/28/1965,Married,0-100K,Uneducated,Employed,Agnostic,How I Met your mother,Ford,Male,Lebanese,Heavy Metal,3 to 5,Cricket,White,NOISE,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,645.0,y
12/20/1988,Married,500k-700k,High-School,Employed,Believer,flash,Toyota,,Chinese,Heavy Metal,1 to 3,Rugby,Green,New York Times,0-10 KM,0-250 KM,Historical,Art,wine,The hulk,1323.0,y
8/31/1986,Married,100k-300k,High-School,Unemployed,Agnostic,Narcos,Suzuki,Male,Mexican,Country,12 to 15,Baseball,Blue,CNN,25-40 KM,250-500 KM,Historical,Commerce,Non Drinkers,The hulk,1249.0,y
1/10/1963,Married,100k-300k,Uneducated,Self-Employed,Believer,Prison Break,suzuki,Male,Italian,Rap,6 to 10,Basketball,Black,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,376.0,x
10/31/1967,Married,0-100K,Uneducated,Employed,Agnostic,Flash,Ford,Male,Chinese,Heavy Metal,1 to 3,Cricket,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,wine,superman,1448.0,y
7/26/1960,Married,300k-500k,Post-Graduate,Employed,Atheist,Big Bang Theory,Wolkswagen,,French,Rock,18-20,Rugby,Red,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,,wonder woman,241.0,y
3/9/1967,Unmarried,500k-700k,Uneducated,Employed,Believer,Breaking Bad,Toyota,Male,Italian,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,446.0,x
8/24/1971,Married,300k-500k,Post-Graduate,Unemployed,Atheist,Game of Thrones,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Rugby,Red,Reuters,60-80 KM,0-250 KM,Comedy,History,Vodka,The hulk,144.0,x
2/2/1964,Married,300k-500k,Uneducated,Self-Employed,Agnostic,Narcos,Daimler-Benz,Male,NOISE,Hip-Hop,15-18,Baseball,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,Rum,The hulk,1337.0,x
3/18/1987,Unmarried,0-100K,Post-Graduate,Unemployed,agnostic,Friends,ford,Male,Mexican,Light Metal,6 to 10,volleyball,White,MSN,25-40 KM,1000-1500 KM,Drama,Chemistry,Vodka,Batman,355.0,x
5/14/1992,,300k-500k,,Self-Employed,Atheist,Friends,Toyota,Male,Chinese,Heavy Metal,1 to 3,Baseball,White,MSN,10-25 KM,250-500 KM,Comedy,Art,,The hulk,498.0,y
3/9/1980,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Basketball,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,NOISE,628.0,y
7/10/1962,Unmarried,700k-1 Million,Post-Graduate,Employed,Believer,sherlock,Audi,Female,Mediterranean,Rap,6 to 10,Basketball,Black,Fox News,40-60 KM,2000+ KM,Horror,Chemistry,Non Drinkers,spiderman,980.0,y
2/15/1994,Unmarried,300k-500k,High-School,Self-Employed,Believer,Dexter,Daimler-Benz,Male,Thai,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,0-250 KM,Comedy,Maths,Beer,Thor,1048.0,y
4/22/1981,Married,100k-300k,Graduate,Unemployed,Agnostic,Prison Break,Nissan,Male,Thai,Light Metal,6 to 10,Baseball,White,Fox News,40-60 KM,1500-2000 KM,Horror,Chemistry,Vodka,spiderman,55.0,x
8/13/1984,Married,100k-300k,Uneducated,Self-Employed,Believer,Breaking Bad,Ford,Female,Mediterranean,Rock,20+,Rugby,Red,NOISE,25-40 KM,500-1000 KM,Drama,Physics,,Batman,103.0,y
11/20/1965,Married,300k-500k,High-School,Employed,Atheist,Prison Break,Ford,Male,Italian,Rap,6 to 10,Rugby,White,NOISE,25-40 KM,1000-1500 KM,Romantic,English,Vodka,Ironman,207.0,x
10/20/1984,Unmarried,300k-500k,High-School,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Beer,wonder woman,1466.0,y
8/4/1976,,300k-500k,High-School,Employed,Agnostic,sherlock,Ford,Female,Mediterranean,Rap,6 to 10,Swimming,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,1393.0,x
1/2/1978,Married,500k-700k,High-School,Self-Employed,Believer,Prison Break,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,14260.0,y
9/2/1963,Unmarried,100k-300k,Graduate,Unemployed,Believer,breaking bad,Suzuki,,Mexican,Hip-Hop,15-18,Soccer,purple,Associated Press,60-80 KM,250-500 KM,Horror,Physics,Beer,spiderman,1271.0,y
7/12/1982,Married,100k-300k,Uneducated,Employed,Atheist,Game of Thrones,Nissan,Female,French,Hip-Hop,15-18,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Comedy,Maths,Vodka,Thor,322.0,x
4/3/1968,Married,500k-700k,Graduate,Employed,Believer,Friends,BMW,Female,Indian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,408.0,x
7/29/1980,Married,300k-500k,High-School,Self-Employed,Believer,How I Met your mother,Toyota,Female,French,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,602.0,y
10/7/1995,Married,100k-300k,Graduate,Unemployed,Atheist,Friends,Suzuki,Female,Indian,Rap,6 to 10,Rugby,White,NOISE,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,13140.0,y
8/9/1981,Unmarried,0-100K,High-School,Employed,Agnostic,Prison Break,GM,Male,Thai,Light Metal,6 to 10,volleyball,White,NOISE,40-60 KM,1500-2000 KM,Action,Biology,,wonder woman,307.0,y
11/17/1972,Married,300k-500k,Post-Graduate,Unemployed,Believer,Friends,Audi,Female,Indian,Rap,6 to 10,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Drama,Chemistry,Beer,Batman,1226.0,y
11/27/1962,Married,,High-School,Unemployed,Agnostic,sherlock,Suzuki,Male,Lebanese,Heavy Metal,6 to 10,Cricket,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,376.0,y
4/19/1972,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Narcos,Audi,Male,Thai,Country,12 to 15,Basketball,Red,Reuters,25-40 KM,0-250 KM,Thriller,Maths,Gin,Thor,1271.0,y
8/5/1968,Divorced,300k-500k,Graduate,Self-Employed,Agnostic,Prison Break,Ford,Male,Thai,Heavy Metal,6 to 10,Swimming,White,MSN,25-40 KM,1500-2000 KM,Horror,Chemistry,Whiskey,superman,752.0,x
5/18/1965,Married,0-100K,Post-Graduate,Employed,Atheist,Friends,Ford,,NOISE,Rap,6 to 10,Rugby,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,909.0,y
9/5/1960,,100k-300k,Graduate,Unemployed,Agnostic,How I Met your mother,Honda,Male,Thai,Heavy Metal,6 to 10,Cricket,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,,The hulk,1259.0,y
6/18/1986,Married,100k-300k,Uneducated,Self-Employed,Agnostic,Big Bang Theory,Suzuki,Male,Chinese,Classical,10 to 12,Baseball,Blue,CNN,25-40 KM,0-250 KM,Action,Physics,Non Drinkers,NOISE,295.0,y
12/27/1981,,500k-700k,Graduate,Unemployed,Believer,Friends,BMW,Male,Mexican,Rap,6 to 10,Soccer,Black,Fox News,10-25 KM,0-250 KM,Drama,Chemistry,Beer,spiderman,1189.0,x
5/4/1972,Unmarried,500k-700k,Post-Graduate,Unemployed,Believer,Breaking Bad,Toyota,Female,Mediterranean,Rock,20+,Basketball,Red,CNN,25-40 KM,500-1000 KM,Thriller,Maths,wine,Thor,267.0,y
11/15/1989,Married,100k-300k,Graduate,Employed,Agnostic,How I Met your mother,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Cricket,Green,New York Times,40-60 KM,1500-2000 KM,Horror,Chemistry,Non Drinkers,superman,396.0,x
5/8/1970,Married,300k-500k,Post-Graduate,Self-Employed,atheist,narcos,Daimler-Benz,,Chinese,Classical,10 to 12,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,,Ironman,619.0,y
8/23/1992,Married,100k-300k,Post-Graduate,Employed,Agnostic,Flash,Suzuki,,Mediterranean,Rap,6 to 10,Cricket,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,wine,The hulk,129.0,x
1/1/1968,Unmarried,700k-1 Million,High-School,Unemployed,Believer,Flash,Audi,Female,French,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,250-500 KM,Thriller,Biology,Rum,Thor,505.0,y
1/17/1966,Unmarried,300k-500k,Graduate,Employed,Agnostic,Breaking Bad,Daimler-Benz,Male,Thai,Country,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Beer,Thor,938.0,y
8/10/1981,Married,100k-300k,Post-Graduate,Unemployed,Believer,Game of Thrones,Suzuki,Male,Lebanese,Country,12 to 15,Basketball,Red,CNN,25-40 KM,0-250 KM,Comedy,Maths,Vodka,NOISE,1409.0,x
7/20/1966,Unmarried,100k-300k,Post-Graduate,Unemployed,Agnostic,Friends,Suzuki,Female,French,Rap,6 to 10,volleyball,Yellow,BBC,40-60 KM,2000+ KM,Romantic,English,Vodka,Ironman,1215.0,x
3/31/1979,Married,500k-700k,High-School,Employed,Believer,Big Bang Theory,Toyota,,Italian,Hip-Hop,15-18,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Comedy,History,Non Drinkers,The hulk,614.0,y
9/13/1961,Married,,Uneducated,Unemployed,Agnostic,Narcos,wolkswagen,Female,Mediterranean,Rock,20+,Cricket,purple,Associated Press,60-80 KM,1000-1500 KM,Horror,Economics,Rum,spiderman,836.0,x
11/24/1987,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,Fox News,10-25 KM,250-500 KM,Thriller,Biology,,Thor,1159.0,x
10/2/1980,,0-100K,,Employed,Agnostic,Breaking Bad,Ford,Male,Mexican,Country,12 to 15,Swimming,Red,Huffington Post,40-60 KM,500-1000 KM,Thriller,Maths,Beer,Thor,258.0,y
12/15/1994,Married,100k-300k,High-School,Employed,Believer,Game of Thrones,Honda,Female,Mediterranean,Rock,20+,Rugby,Red,Reuters,25-40 KM,250-500 KM,Action,Physics,Vodka,wonder woman,1362.0,x
7/30/1980,Married,100k-300k,,Unemployed,Atheist,sherlock,Nissan,,Italian,Rap,6 to 10,Baseball,Black,Fox News,0-10 KM,0-250 KM,Romantic,English,Non Drinkers,NOISE,1481.0,x
3/28/1963,Married,300k-500k,Graduate,Employed,Agnostic,narcos,Audi,Female,Indian,Rock,18-20,Baseball,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Rum,spiderman,262.0,y
3/8/1974,Unmarried,0-100K,Uneducated,Unemployed,Believer,friends,GM,Female,Italian,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,561.0,x
11/11/1975,Unmarried,,Graduate,Self-Employed,Believer,Friends,Toyota,Male,Mexican,Light Metal,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Beer,superman,126.0,y
4/3/1971,Unmarried,0-100K,High-School,Employed,Believer,Narcos,GM,Male,Lebanese,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,1000-1500 KM,Drama,Physics,Rum,Batman,1302.0,y
4/16/1960,,,Post-Graduate,Unemployed,Believer,Dexter,GM,Male,Thai,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,0-250 KM,Thriller,Maths,,Thor,683.0,x
5/14/1988,Unmarried,500k-700k,Post-Graduate,Self-Employed,Agnostic,Narcos,BMW,Female,Italian,Hip-Hop,15-18,cycling,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Rum,Thor,1109.0,x
9/28/1960,Unmarried,300k-500k,,Self-Employed,Believer,Prison Break,Audi,Male,Chinese,Heavy Metal,3 to 5,Soccer,Black,New York Times,10-25 KM,0-250 KM,Romantic,English,Whiskey,Ironman,1410.0,x
3/20/1985,Married,0-100K,Post-Graduate,Self-Employed,Atheist,game of thrones,Ford,Male,Thai,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,250-500 KM,Thriller,Maths,Vodka,Thor,70.0,y
2/1/1982,Married,300k-500k,,Self-Employed,Atheist,Dexter,wolkswagen,Male,Thai,Country,12 to 15,Baseball,Blue,CNN,25-40 KM,250-500 KM,Historical,History,,The hulk,1254.0,x
1/4/1977,Unmarried,500k-700k,Uneducated,Self-Employed,Believer,how i met your mother,Toyota,Female,Indian,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Thriller,Art,Gin,Thor,186.0,x
9/26/1962,Unmarried,0-100K,Uneducated,Self-Employed,Believer,Narcos,Ford,,NOISE,Hip-Hop,15-18,Soccer,purple,Associated Press,0-10 KM,1500-2000 KM,Romantic,Commerce,Rum,Ironman,504.0,y
12/25/1989,,500k-700k,High-School,Unemployed,Believer,Game of Thrones,Toyota,Female,Italian,Hip-Hop,15-18,Soccer,Red,Reuters,25-40 KM,250-500 KM,Romantic,Commerce,Vodka,Ironman,54.0,x
1/25/1979,Married,0-100K,,Self-Employed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Action,Physics,Gin,wonder woman,1078.0,x
11/30/1992,Unmarried,300k-500k,Graduate,Self-Employed,Agnostic,Narcos,Ford,,Thai,Country,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Non Drinkers,NOISE,1434.0,x
5/25/1973,Unmarried,0-100K,,Unemployed,Agnostic,How I Met your mother,GM,Male,Chinese,Heavy Metal,3 to 5,cycling,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,superman,168.0,x
5/19/1995,Married,300k-500k,Graduate,Unemployed,Atheist,Friends,Audi,Female,French,Rap,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Romantic,English,Vodka,Ironman,215.0,y
9/9/1981,Married,,High-School,Employed,Believer,Prison Break,Ford,,French,Rap,6 to 10,Basketball,Black,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,856.0,y
5/14/1993,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,12 to 15,Basketball,Red,CNN,25-40 KM,500-1000 KM,Action,Physics,wine,wonder woman,549.0,y
2/6/1972,Married,100k-300k,Graduate,Employed,Believer,Friends,Nissan,Female,Mediterranean,Rap,6 to 10,Rugby,White,Fox News,25-40 KM,1000-1500 KM,Horror,Chemistry,wine,spiderman,685.0,x
12/18/1963,Married,300k-500k,Uneducated,Unemployed,Believer,Game of Thrones,audi,Male,Thai,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Whiskey,superman,386.0,y
3/11/1974,,100k-300k,Graduate,Self-Employed,agnostic,Narcos,Ford,Female,Italian,Hip-Hop,15-18,Cricket,purple,Associated Press,0-10 KM,2000+ KM,Romantic,Commerce,Rum,Ironman,576.0,x
1/29/1967,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Prison Break,Ford,Male,Italian,Rap,6 to 10,Soccer,Black,Fox News,10-25 KM,0-250 KM,Action,Biology,Whiskey,Thor,774.0,x
7/7/1967,Divorced,,Post-Graduate,Employed,Agnostic,Game of Thrones,Toyota,Male,Chinese,Classical,10 to 12,Swimming,Orange,Reuters,60-80 KM,250-500 KM,Thriller,Maths,,Thor,218.0,y
10/25/1982,Unmarried,0-100K,High-School,Employed,Believer,flash,GM,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,40-60 KM,2000+ KM,Action,Biology,Rum,wonder woman,1083.0,x
1/20/1961,Married,500k-700k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Lebanese,Classical,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Action,Physics,Beer,NOISE,433.0,y
4/24/1970,Married,300k-500k,High-School,Unemployed,Believer,Flash,Toyota,,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Rum,superman,1333.0,x
5/2/1980,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,breaking bad,Ford,Male,Chinese,Classical,10 to 12,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Comedy,History,Beer,Thor,611.0,y
6/5/1966,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Narcos,Nissan,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,Rum,Batman,1272.0,x
2/28/1962,Divorced,300k-500k,Post-Graduate,Unemployed,Agnostic,How I Met your mother,audi,,Lebanese,Heavy Metal,3 to 5,Swimming,Yellow,BBC,40-60 KM,2000+ KM,Horror,Chemistry,Non Drinkers,spiderman,1448.0,x
1/4/1977,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Historical,Art,,The hulk,168.0,y
2/13/1970,Married,300k-500k,Uneducated,Self-Employed,Atheist,How I Met your mother,Audi,Female,Mediterranean,Rap,6 to 10,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Historical,Civics,Non Drinkers,The hulk,1491.0,y
10/28/1994,Married,300k-500k,Post-Graduate,Employed,Agnostic,Breaking Bad,Ford,Male,NOISE,Classical,10 to 12,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Romantic,Commerce,Beer,Ironman,1343.0,y
8/3/1991,Married,300k-500k,High-School,Unemployed,Atheist,How I Met your mother,Audi,,Lebanese,Heavy Metal,6 to 10,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,1074.0,x
4/7/1989,Married,,Graduate,Unemployed,Believer,Narcos,Toyota,Male,Thai,Country,12 to 15,Basketball,Red,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,,Thor,1489.0,y
5/24/1982,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,How I Met your mother,Daimler-Benz,Female,NOISE,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Historical,Civics,Non Drinkers,Ironman,1199.0,x
2/23/1993,,0-100K,Post-Graduate,Unemployed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,MSN,10-25 KM,250-500 KM,Thriller,Art,wine,Thor,1115.0,y
11/11/1974,,300k-500k,High-School,Employed,Agnostic,Flash,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Cricket,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Rum,NOISE,890.0,y
11/18/1995,Unmarried,300k-500k,,Self-Employed,Agnostic,Flash,Audi,,Mexican,Rap,6 to 10,volleyball,Yellow,BBC,40-60 KM,1500-2000 KM,Historical,Civics,Rum,Ironman,1330.0,y
12/15/1974,Married,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Toyota,,Lebanese,Classical,12 to 15,Baseball,Orange,Reuters,60-80 KM,250-500 KM,Horror,Physics,Rum,spiderman,756.0,y
10/17/1979,Married,500k-700k,Graduate,Unemployed,Atheist,Prison Break,Toyota,Female,Italian,Rap,6 to 10,Baseball,Black,Fox News,40-60 KM,2000+ KM,Drama,Chemistry,Vodka,Batman,1385.0,x
10/2/1979,Unmarried,300k-500k,High-School,Unemployed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,NOISE,40-60 KM,0-250 KM,Comedy,History,Gin,The hulk,1324.0,y
8/12/1994,Married,100k-300k,,Unemployed,Agnostic,Breaking Bad,Suzuki,Female,Indian,Rock,18-20,Cricket,Red,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,wine,Ironman,950.0,x
7/13/1981,Unmarried,0-100K,High-School,Unemployed,Believer,Narcos,GM,Female,Italian,Hip-Hop,15-18,Soccer,purple,Associated Press,0-10 KM,1500-2000 KM,Thriller,Maths,Rum,Thor,1183.0,x
5/13/1982,Unmarried,700k-1 Million,Uneducated,Self-Employed,Believer,Dexter,Audi,Male,Mexican,Hip-Hop,12 to 15,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Thriller,Maths,Vodka,Thor,1018.0,x
5/3/1994,Married,700k-1 Million,Graduate,Employed,Atheist,Friends,Daimler -Benz,Female,French,Rap,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,,Thor,479.0,x
10/17/1979,Married,100k-300k,Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Male,Lebanese,Classical,10 to 12,Rugby,Blue,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Rum,Ironman,516.0,y
